Nombre,Edad,Titulo_Profesional,Universidad_Instituto,Palabras_Clave,Comuna,Presencial,Magister,Target
Adelaida Isabel Toledo Gutiérrez,58,Diseñador Gráfico,Universidad de Concepción,14,Valparaíso,Si,Si,Aceptado
Maximiliano Miguel San Martín Molina,63,Periodista,Universidad Adolfo Ibáñez,9,Viña del Mar,No,Si,Rechazado
Paola Mondaca,37,Ingeniero Comercial,Universidad de Santiago,7,Estación Central,Si,No,Aceptado
Sergio Jaime Olea Retamal,38,Psicólogo,Universidad Diego Portales,16,Quilicura,No,No,Rechazado
Jocelyn Fernández-Acuña Barraza,35,Contador Auditor,INACAP,12,Recoleta,No,No,Rechazado
Patricio Álvarez Zúñiga,35,Ingeniero Informático,Universidad de Santiago,14,Santiago,Si,Si,Aceptado
José Mercado Pastén,34,Periodista,Universidad de Concepción,16,Las Condes,Si,Si,Aceptado
Aurora María Roa Padilla,56,Técnico en Administración,Pontificia Universidad Católica,5,Ñuñoa,Si,No,Rechazado
Matilde Moraga-Silva Romero,55,Abogado,Universidad de Chile,14,Santiago,No,Si,Aceptado
Patricio Benjamín Mora Contreras,41,Ingeniero Comercial,Universidad de Concepción,5,Maipú,Si,No,Rechazado
Fabiola Moya Urra,38,Contador Auditor,Universidad Técnica Federico Santa María,13,Puente Alto,No,No,Rechazado
Matías Mateo Labra Cuevas,28,Periodista,Universidad de Santiago,11,Maipú,Si,Si,Rechazado
Javier Vergara,65,Ingeniero Civil,Universidad Diego Portales,2,Recoleta,No,No,Rechazado
Josue Marín,40,Técnico en Informática,Universidad Mayor,19,Peñalolén,No,Si,Rechazado
Rodrigo Marcos Hernández Montenegro,61,Arquitecto,Universidad Mayor,16,La Florida,No,No,Rechazado
Cristopher Meléndez Flores,22,Abogado,Universidad Diego Portales,2,Antofagasta,No,No,Rechazado
Emiliano Almonacid Torres,35,Técnico en Informática,Universidad Mayor,4,Puente Alto,Si,No,Rechazado
Noelia Mariana García Guzmán,25,Contador Auditor,Universidad Adolfo Ibáñez,7,Viña del Mar,No,Si,Aceptado
José Mauricio Olivares López,47,Contador Auditor,Universidad de Chile,12,Santiago,Si,No,Rechazado
Marianela Núñez,24,Contador Auditor,INACAP,7,Antofagasta,Si,No,Rechazado
María Rosa Casanova Muñoz,23,Médico,INACAP,7,Quilicura,Si,No,Aceptado
Rodrigo Valladares Vásquez,65,Médico,Universidad de Concepción,18,Puente Alto,Si,No,Rechazado
María Zúñiga,51,Licenciado en Ciencias,DUOC UC,9,Antofagasta,No,No,Rechazado
Gustavo Ignacio Durán Sepúlveda,26,Licenciado en Ciencias,Universidad de Santiago,20,Independencia,No,Si,Aceptado
Anahí Rosa Baeza Alarcón,44,Contador Auditor,Pontificia Universidad Católica,4,Viña del Mar,Si,No,Aceptado
Bernarda Josefa Tapia Zúñiga,65,Contador Auditor,Universidad Diego Portales,3,Antofagasta,No,No,Rechazado
Otilia Machuca,36,Licenciado en Ciencias,Pontificia Universidad Católica,7,La Florida,Si,No,Aceptado
María Blanca Ayala Quiroga,30,Ingeniero Comercial,Universidad Diego Portales,4,Valparaíso,No,No,Rechazado
Marcelo Alberto Arenas Moreno,24,Arquitecto,Universidad Andrés Bello,9,Concepción,Si,No,Aceptado
Máximo Faúndez,38,Ingeniero Civil,Universidad de Santiago,3,Providencia,Si,Si,Rechazado
Anahí Quinteros Guerrero,53,Ingeniero Comercial,Universidad de Concepción,5,Peñalolén,Si,No,Rechazado
Laura Rodríguez,22,Arquitecto,Universidad de Chile,19,Puente Alto,Si,Si,Aceptado
Elsa Moya,63,Ingeniero Civil,INACAP,2,San Miguel,No,No,Rechazado
Teófilo López,33,Contador Auditor,INACAP,13,Recoleta,No,Si,Rechazado
Sofía Ximena Machuca Poblete,44,Psicólogo,Pontificia Universidad Católica,9,Maipú,Si,No,Rechazado
Nelson Silva Hernández,26,Médico,DUOC UC,14,Las Condes,No,Si,Aceptado
José Marcelo Quiroga Navarro,55,Licenciado en Ciencias,Universidad de Concepción,12,Independencia,Si,Si,Rechazado
Carmen Yasna Maturana Fernández,46,Médico,Instituto Profesional AIEP,9,Puente Alto,No,No,Aceptado
Alex Muñoz,35,Licenciado en Ciencias,Instituto Profesional AIEP,2,Providencia,Si,No,Rechazado
Corina María Jorquera Olivares,55,Arquitecto,Pontificia Universidad Católica,9,La Serena,Si,No,Rechazado
Belén Pizarro,33,Técnico en Administración,Universidad Diego Portales,9,Quilicura,No,Si,Rechazado
Alejandra Catalina Lira Valenzuela,32,Periodista,Instituto Profesional AIEP,15,Providencia,Si,No,Aceptado
Fernanda Marisel Bustamante Coronado,47,Técnico en Informática,Universidad Diego Portales,15,Quilicura,Si,No,Aceptado
Alexandra María Pérez Sepúlveda,65,Ingeniero Civil,Universidad Diego Portales,10,San Miguel,Si,Si,Rechazado
Cesar Francisco López Ortiz,34,Periodista,DUOC UC,3,Estación Central,Si,Si,Rechazado
Magdalena Celia Reyes Alvarado,23,Médico,Universidad de Concepción,14,Ñuñoa,No,Si,Aceptado
Víctor Viveros Cuevas,61,Ingeniero Civil,Universidad de Chile,11,Concepción,Si,No,Aceptado
Luis Rojas,64,Médico,Pontificia Universidad Católica,16,Puente Alto,Si,No,Aceptado
Rodrigo Ortega Fernández,29,Ingeniero Comercial,Universidad Diego Portales,4,Estación Central,Si,Si,Aceptado
Álvaro Castillo Quezada,57,Psicólogo,Universidad Diego Portales,14,Maipú,Si,Si,Aceptado
Nicole Navarrete,58,Técnico en Informática,Universidad Técnica Federico Santa María,2,Estación Central,No,No,Rechazado
Esteban Rodrigo Pérez Rodríguez,40,Arquitecto,Universidad Técnica Federico Santa María,12,Santiago,No,No,Rechazado
Ximena Estrella Cancino Gutiérrez,50,Arquitecto,Universidad de Santiago,19,Peñalolén,Si,No,Aceptado
Javiera Godoy,57,Arquitecto,INACAP,1,Antofagasta,No,No,Rechazado
Marina Olga Silva Barraza,57,Licenciado en Ciencias,Universidad Andrés Bello,12,La Florida,No,No,Rechazado
Jorge Ramos,55,Arquitecto,INACAP,12,Peñalolén,Si,Si,Aceptado
Javiera María Vidal Sanhueza,30,Abogado,Universidad de Santiago,6,Valparaíso,No,No,Rechazado
Luis Aravena,59,Abogado,Universidad Adolfo Ibáñez,5,Valparaíso,Si,No,Rechazado
Carla Medina Rivera,53,Arquitecto,Universidad de Santiago,3,Santiago,No,Si,Rechazado
Catalina Luisa Carrillo Castillo,26,Psicólogo,Instituto Profesional AIEP,19,Las Condes,No,Si,Aceptado
Gabriela Rojas Alarcón,25,Abogado,Universidad Diego Portales,11,Concepción,Si,No,Aceptado
Emilia Jiménez Montero,63,Psicólogo,DUOC UC,8,Estación Central,Si,Si,Rechazado
Juana Valladares Cares,40,Abogado,Universidad Diego Portales,20,Las Condes,Si,Si,Aceptado
Petronila Nathaly Pineda Aguilera,31,Ingeniero Informático,Universidad de Chile,1,San Miguel,Si,No,Rechazado
Marcela Marisol Soto Farías,37,Licenciado en Ciencias,Pontificia Universidad Católica,13,Providencia,No,No,Aceptado
Juan Salas Morales,52,Abogado,Universidad Andrés Bello,10,Peñalolén,Si,No,Rechazado
Carolina María Aburto Poblete,28,Licenciado en Ciencias,Universidad Andrés Bello,14,Las Condes,Si,Si,Rechazado
Thiare Celia Paredes Tapia,52,Periodista,INACAP,16,Las Condes,No,Si,Rechazado
Tomás Patricio Aravena Pérez,23,Psicólogo,Universidad Mayor,9,Viña del Mar,No,Si,Rechazado
Ignacio Lorenzo Peña-Peña Sánchez,65,Enfermero,Universidad Andrés Bello,18,Peñalolén,Si,Si,Aceptado
Rolando Alfonso Venegas Santos,63,Enfermero,Universidad de Concepción,16,Las Condes,Si,Si,Rechazado
Marina Rojas,37,Ingeniero Comercial,Instituto Profesional AIEP,1,Puente Alto,No,Si,Rechazado
Lorena Hermosilla,46,Licenciado en Ciencias,Universidad Mayor,9,Puente Alto,Si,No,Rechazado
Carlos Mario Gutiérrez Farías,61,Arquitecto,Pontificia Universidad Católica,0,Recoleta,No,No,Rechazado
María Camila Martínez Urzúa,58,Ingeniero Comercial,Universidad de Santiago,15,La Florida,No,No,Aceptado
Luis Tomás Cáceres Villalobos,41,Periodista,Universidad de Santiago,17,Antofagasta,No,No,Rechazado
Manuel Morales,61,Psicólogo,Universidad Mayor,8,Estación Central,No,No,Rechazado
Hugo Rodrigo González Urzúa,30,Médico,Universidad Diego Portales,9,Viña del Mar,No,Si,Aceptado
Mario Vargas Vega,23,Diseñador Gráfico,Universidad Mayor,0,San Miguel,No,No,Rechazado
Florencia Fabiola Valenzuela Núñez,57,Psicólogo,INACAP,1,Valparaíso,No,Si,Rechazado
Luis Castillo,33,Arquitecto,Universidad de Chile,4,Quilicura,Si,Si,Rechazado
Michael Vicente Pérez Sanhueza,60,Contador Auditor,Universidad de Chile,20,Quilicura,Si,Si,Rechazado
Margot Sofía Oyarzo Veloso,33,Enfermero,Universidad Adolfo Ibáñez,5,Santiago,No,Si,Rechazado
Magali Segura,57,Ingeniero Comercial,Universidad de Chile,13,Valparaíso,No,Si,Rechazado
Gloria Sara Gallardo Pastén,41,Ingeniero Informático,Universidad de Concepción,17,Recoleta,Si,Si,Aceptado
Isabella Muñoz Arriagada,44,Contador Auditor,Universidad de Concepción,12,Las Condes,No,Si,Rechazado
Simón Benjamín Ulloa Jorquera,61,Arquitecto,Pontificia Universidad Católica,18,Estación Central,No,Si,Aceptado
Margot Adriana Molina Benavides,52,Técnico en Informática,Instituto Profesional AIEP,13,Ñuñoa,No,Si,Rechazado
Jennifer Romina Gutiérrez Carrasco,35,Arquitecto,Universidad Andrés Bello,6,Independencia,Si,Si,Aceptado
Rita Ana Maureira Miranda,36,Médico,Universidad Adolfo Ibáñez,11,Recoleta,No,No,Rechazado
Jaime Carlos Fuentes Fuentealba,26,Enfermero,Pontificia Universidad Católica,12,Puente Alto,Si,No,Rechazado
Jorge Matías Henríquez González,44,Ingeniero Civil,Universidad de Concepción,7,La Serena,Si,No,Rechazado
María Trujillo,52,Abogado,Universidad Andrés Bello,2,Maipú,No,Si,Rechazado
Francisco Ricardo Baez Astorga,40,Ingeniero Informático,Universidad de Chile,13,Independencia,No,Si,Aceptado
Monserrat Julieta Villar Díaz,41,Licenciado en Ciencias,DUOC UC,2,Quilicura,No,Si,Rechazado
Rosa Mayte Cortés Pereira,50,Ingeniero Informático,Universidad Adolfo Ibáñez,5,Las Condes,No,Si,Rechazado
Isidora Escalona Ibáñez,26,Abogado,DUOC UC,7,Peñalolén,Si,No,Aceptado
Sofía Cuevas,41,Abogado,DUOC UC,11,Maipú,Si,No,Rechazado
Paula Claudia Castillo Agurto,47,Abogado,Universidad Técnica Federico Santa María,15,Concepción,No,Si,Rechazado
Sandra Valladares Bravo,24,Abogado,Universidad Andrés Bello,0,La Serena,Si,Si,Rechazado
Josefa Madariaga Lagos,23,Ingeniero Comercial,Universidad de Concepción,19,Viña del Mar,No,Si,Rechazado
Matías Cifuentes,50,Ingeniero Comercial,Universidad Diego Portales,15,Viña del Mar,No,No,Aceptado
Paula Muñoz Retamal,48,Psicólogo,Universidad Técnica Federico Santa María,11,Estación Central,No,Si,Rechazado
Josefa Katherine Bustamante Herrera,41,Médico,Universidad de Concepción,8,La Florida,No,No,Rechazado
Francisca Rosa Rodríguez Merino,48,Diseñador Gráfico,Universidad de Santiago,12,Valparaíso,Si,Si,Aceptado
Verónica Gladys Ramírez Carrasco,34,Licenciado en Ciencias,Universidad Diego Portales,19,Recoleta,Si,Si,Aceptado
Constanza Emma Riquelme Aliaga,29,Ingeniero Comercial,Instituto Profesional AIEP,19,Providencia,Si,Si,Aceptado
Carlos César Casanova Rosales,47,Enfermero,Universidad de Concepción,15,Santiago,No,Si,Aceptado
Verónica Rojas-Hernández,30,Contador Auditor,INACAP,19,Concepción,Si,No,Aceptado
María Amelia Medina Zúñiga,60,Licenciado en Ciencias,Instituto Profesional AIEP,18,Antofagasta,Si,Si,Aceptado
Martina Torres,47,Abogado,Universidad Mayor,9,Peñalolén,No,Si,Rechazado
Gustavo Carlos Soto Tapia,59,Arquitecto,Instituto Profesional AIEP,1,Santiago,No,Si,Rechazado
Francisca Astudillo Mora,59,Contador Auditor,Universidad de Santiago,16,Providencia,No,Si,Aceptado
Dina Aguirre,22,Médico,Instituto Profesional AIEP,2,Peñalolén,Si,No,Rechazado
Berta Clementina Sepúlveda Gallegos,28,Periodista,Universidad de Chile,10,Las Condes,No,No,Rechazado
Federico Quiroz,25,Periodista,Universidad Diego Portales,11,Recoleta,Si,Si,Aceptado
Francisca Santibáñez Cornejo,58,Contador Auditor,Universidad Diego Portales,13,Independencia,Si,No,Rechazado
Denisse Angélica Maldonado Morales,37,Abogado,Instituto Profesional AIEP,12,Ñuñoa,No,No,Aceptado
Ida Blanca Salinas Toledo,25,Enfermero,Universidad Andrés Bello,10,Antofagasta,Si,Si,Rechazado
María Mansilla,28,Licenciado en Ciencias,Universidad Mayor,13,Valparaíso,Si,Si,Aceptado
Rodrigo Luis Lobos Salazar,44,Licenciado en Ciencias,Universidad Mayor,17,Quilicura,No,No,Rechazado
Franchesca Patricia Silva Valdés,47,Técnico en Administración,Instituto Profesional AIEP,18,La Florida,Si,No,Aceptado
Julio Cristofer Ponce Seguel,51,Periodista,Universidad Adolfo Ibáñez,19,Recoleta,No,Si,Aceptado
Natalie Anahis Guzmán Araneda,36,Abogado,Universidad de Concepción,13,Providencia,No,No,Rechazado
Martín Samuel González Uribe,59,Enfermero,Universidad de Chile,9,Antofagasta,No,Si,Rechazado
Héctor Zavala,38,Ingeniero Informático,Universidad Adolfo Ibáñez,17,Independencia,Si,Si,Aceptado
Dante González Moreno,59,Arquitecto,DUOC UC,19,La Serena,Si,No,Aceptado
Martina Andrea Gálvez Ramírez,65,Licenciado en Ciencias,Universidad Andrés Bello,20,Maipú,No,No,Rechazado
Esteban Palma,47,Diseñador Gráfico,Universidad Adolfo Ibáñez,3,Valparaíso,Si,Si,Rechazado
Gabriel Erick Burgos Espinoza,51,Periodista,Universidad de Santiago,17,Antofagasta,Si,Si,Aceptado
Richard Oscar Reyes Torres,40,Contador Auditor,Instituto Profesional AIEP,3,La Serena,Si,No,Rechazado
Mauro Nicolás Castro Rivas,64,Médico,Universidad de Santiago,13,La Florida,No,Si,Rechazado
Antonia Aguilar Contreras,56,Abogado,Universidad Mayor,14,Ñuñoa,Si,No,Rechazado
Laura Castillo Osses,52,Enfermero,Universidad de Santiago,3,Santiago,No,No,Rechazado
Angelo Rodrigo Sáez Torres,60,Técnico en Administración,Universidad de Concepción,8,Valparaíso,No,Si,Rechazado
Arnoldo Moraga,51,Médico,Universidad Técnica Federico Santa María,10,Ñuñoa,Si,Si,Aceptado
Marcelo Ruiz,22,Ingeniero Civil,Universidad Andrés Bello,12,Peñalolén,Si,Si,Aceptado
Valentina María Godoy Escalona,65,Licenciado en Ciencias,Universidad Diego Portales,7,Santiago,No,Si,Rechazado
Saúl Milovan Riveros Riquelme,58,Arquitecto,INACAP,9,Maipú,No,No,Rechazado
Félix Carlo González Contreras,58,Ingeniero Informático,DUOC UC,11,Concepción,No,Si,Aceptado
Andrea Oyarce Monsalve,36,Ingeniero Informático,Universidad Técnica Federico Santa María,1,Puente Alto,Si,No,Rechazado
Andrés Salas Herrera,65,Médico,Universidad de Chile,17,Peñalolén,No,Si,Aceptado
Claudia Lara Carrera,58,Arquitecto,Universidad Diego Portales,0,San Miguel,Si,Si,Rechazado
Claudia Elba Aracena Riveros,52,Ingeniero Informático,INACAP,10,Concepción,No,No,Rechazado
Ismael Ignacio Ulloa Méndez,50,Licenciado en Ciencias,DUOC UC,1,Independencia,Si,No,Rechazado
Jorge Luis Águila Morales,27,Arquitecto,Universidad Adolfo Ibáñez,9,Independencia,Si,Si,Aceptado
Juan Gino Ruiz Villalobos,37,Técnico en Informática,INACAP,13,Providencia,Si,No,Aceptado
Elizabeth Guevara Rodríguez,53,Arquitecto,Universidad de Chile,18,Antofagasta,No,Si,Aceptado
Mónica Antonella Valencia Zúñiga,53,Licenciado en Ciencias,Universidad de Concepción,4,Valparaíso,No,No,Rechazado
Almendra María Inostroza Navarro,63,Médico,Universidad de Concepción,20,Valparaíso,Si,No,Rechazado
Luciano Renato Ibáñez Mellado,36,Contador Auditor,Universidad Andrés Bello,6,Providencia,Si,No,Rechazado
José Benjamín Álvarez Alarcón,24,Enfermero,Universidad Diego Portales,18,Valparaíso,Si,Si,Aceptado
María Lara,33,Ingeniero Informático,Universidad Andrés Bello,14,Antofagasta,Si,No,Rechazado
María Castillo Bahamondes,50,Técnico en Administración,Universidad Adolfo Ibáñez,18,Valparaíso,Si,Si,Aceptado
Karen Cancino,25,Técnico en Informática,Universidad Andrés Bello,18,San Miguel,No,Si,Aceptado
Alba Catalina Marín Ayala,29,Contador Auditor,Universidad Adolfo Ibáñez,15,La Florida,Si,Si,Aceptado
Trinidad Riveros,34,Ingeniero Comercial,Instituto Profesional AIEP,20,Valparaíso,No,Si,Aceptado
Sebastián Navarrete,36,Abogado,Instituto Profesional AIEP,6,Independencia,Si,No,Aceptado
Hortensia Cortez Rojas,64,Abogado,DUOC UC,15,Providencia,Si,No,Rechazado
Paola Villar Mamani,46,Diseñador Gráfico,Universidad Diego Portales,17,Maipú,Si,Si,Aceptado
Vladimir Julio Astudillo Torres,35,Ingeniero Informático,Instituto Profesional AIEP,8,Providencia,No,No,Rechazado
Christian Alfonso Mercado Flores,44,Contador Auditor,Instituto Profesional AIEP,10,Valparaíso,No,Si,Aceptado
Perla Margarita Jiménez Araneda,34,Ingeniero Comercial,Universidad de Santiago,10,San Miguel,Si,No,Aceptado
Estefanía Blanca Saldivia Ramos,39,Ingeniero Civil,INACAP,18,Concepción,No,Si,Aceptado
Natalia Avendaño Hidalgo,53,Diseñador Gráfico,INACAP,19,Puente Alto,Si,No,Aceptado
Erick Iván Santander Pinilla,25,Técnico en Informática,DUOC UC,13,Valparaíso,Si,Si,Rechazado
Silvia Julieta Castillo Álvarez,60,Licenciado en Ciencias,Universidad Mayor,12,Peñalolén,Si,Si,Aceptado
Manuel Lazo Salazar,46,Ingeniero Informático,Universidad de Santiago,19,Providencia,No,Si,Aceptado
Rodrigo Cristóbal Rocha Órdenes,33,Ingeniero Informático,Universidad de Chile,14,Quilicura,No,Si,Aceptado
Geraldine Ana Lara González,32,Ingeniero Civil,Pontificia Universidad Católica,18,Viña del Mar,Si,Si,Aceptado
Carlos Ramos Gutiérrez,62,Periodista,Universidad de Concepción,0,Antofagasta,Si,No,Rechazado
Eduardo Pedro Cortés Luna,43,Arquitecto,Universidad Andrés Bello,18,Recoleta,Si,Si,Aceptado
Massiel Erika Montero Jiménez,54,Médico,Universidad de Concepción,18,Estación Central,No,No,Rechazado
Víctor Jorge Fuentes Salas,58,Enfermero,Pontificia Universidad Católica,2,Viña del Mar,Si,No,Rechazado
Guillermina Victoria Gajardo Moraga,34,Técnico en Informática,Universidad de Santiago,15,Ñuñoa,No,No,Rechazado
Nicole Camila Zambrano Saavedra,56,Abogado,DUOC UC,12,La Serena,Si,Si,Rechazado
Juan Elías Reyes Acuña,64,Diseñador Gráfico,Universidad de Chile,10,Ñuñoa,Si,No,Rechazado
Manuel Juan Cancino Fernández,51,Arquitecto,Instituto Profesional AIEP,12,Quilicura,No,No,Aceptado
Paola María Martínez Parada,60,Contador Auditor,Universidad Mayor,12,Recoleta,Si,No,Aceptado
Loreto Cornejo Pinto,45,Abogado,Instituto Profesional AIEP,18,Concepción,No,Si,Aceptado
Jessica Contreras-Campos,41,Diseñador Gráfico,Universidad Técnica Federico Santa María,5,Quilicura,Si,Si,Aceptado
José Ricardo Hermosilla Hernández,52,Ingeniero Comercial,Universidad de Chile,20,Valparaíso,Si,Si,Aceptado
Claudia Cerda Soto,44,Médico,Universidad Andrés Bello,19,Viña del Mar,No,Si,Aceptado
Yolanda Araya Durán,49,Psicólogo,Universidad Adolfo Ibáñez,16,Antofagasta,Si,Si,Aceptado
Boris Cristian Rodríguez Guzmán,62,Periodista,Universidad Técnica Federico Santa María,5,Quilicura,No,Si,Rechazado
Gloria Karen Jiménez Guerra,59,Contador Auditor,Universidad de Concepción,5,La Serena,No,Si,Rechazado
Damián Oyarzún Soto,56,Ingeniero Comercial,Universidad Diego Portales,0,Estación Central,No,No,Rechazado
Felipe Claudio Díaz Rojas,39,Arquitecto,Universidad Andrés Bello,16,Santiago,Si,Si,Aceptado
Claudio Araneda,22,Psicólogo,Universidad Adolfo Ibáñez,3,Concepción,No,Si,Rechazado
Matteo Jordán Ibacache Soto,64,Periodista,Universidad de Santiago,1,Concepción,Si,No,Rechazado
María Claudia Díaz Flores,40,Enfermero,Universidad Mayor,15,Estación Central,No,No,Aceptado
Ingrid Patricia Álvarez Aguilera,30,Arquitecto,Universidad de Chile,0,La Serena,No,No,Rechazado
Reinaldo Valdés,61,Abogado,Universidad Mayor,17,Santiago,Si,No,Aceptado
María Nancy Núñez-Pardo Cárdenas,27,Médico,Universidad Adolfo Ibáñez,20,Las Condes,Si,No,Aceptado
Elisa Pulgar,60,Enfermero,Universidad de Chile,9,Estación Central,No,Si,Rechazado
Moisés Iván Parra Poblete,39,Diseñador Gráfico,Universidad Andrés Bello,19,Independencia,Si,Si,Aceptado
Rosa Morales,61,Enfermero,Universidad de Concepción,8,Estación Central,Si,No,Rechazado
Héctor Muñoz Aguilera,47,Técnico en Administración,Pontificia Universidad Católica,3,Concepción,Si,No,Rechazado
María Bastías,26,Técnico en Informática,Universidad de Concepción,4,San Miguel,No,Si,Rechazado
Paul Maximiliano Riquelme Rosas,39,Ingeniero Comercial,Universidad Adolfo Ibáñez,14,Providencia,Si,Si,Rechazado
Luz Camila Pino Ramírez,31,Técnico en Informática,Universidad Mayor,8,Santiago,No,Si,Rechazado
Alonso Delgado Villalobos,30,Licenciado en Ciencias,Universidad Adolfo Ibáñez,20,Concepción,No,No,Rechazado
Marco Cruces Rojas,30,Ingeniero Informático,Pontificia Universidad Católica,19,La Serena,Si,Si,Aceptado
Héctor Ortiz,44,Arquitecto,Universidad de Chile,6,Valparaíso,No,Si,Rechazado
María Cea Pérez,35,Ingeniero Civil,Universidad de Concepción,18,Providencia,Si,No,Aceptado
Natalia Dina Lagos Valenzuela,52,Técnico en Informática,Universidad de Chile,17,Ñuñoa,No,Si,Aceptado
Yessica Georgina Navarrete Molina,46,Diseñador Gráfico,Universidad de Concepción,12,San Miguel,No,Si,Rechazado
Carolina Cortés Morales,49,Licenciado en Ciencias,Universidad de Concepción,9,Peñalolén,No,No,Rechazado
Carmen María Calderón González,32,Periodista,Pontificia Universidad Católica,19,Peñalolén,Si,Si,Aceptado
Nelson Franco Moya Pacheco,40,Contador Auditor,Pontificia Universidad Católica,18,Santiago,Si,Si,Aceptado
Luis Rafael Loyola Torres,62,Abogado,Universidad Adolfo Ibáñez,3,Antofagasta,No,No,Rechazado
Darío Ariel Moya Villalobos,65,Ingeniero Informático,Instituto Profesional AIEP,2,Quilicura,Si,Si,Rechazado
Bruno Diego Díaz Muñoz,28,Ingeniero Comercial,Universidad de Concepción,18,Estación Central,No,Si,Aceptado
Cristina Acuña Gómez,37,Ingeniero Informático,Universidad de Chile,14,Concepción,Si,Si,Aceptado
Sebastián Víctor Cofré Rojas,37,Técnico en Administración,Universidad de Chile,19,Las Condes,No,No,Aceptado
Pedro Vallejos-Rojas Valencia,38,Ingeniero Informático,Instituto Profesional AIEP,12,Valparaíso,No,No,Rechazado
Víctor Cristóbal Torres Vargas,44,Psicólogo,Universidad Técnica Federico Santa María,5,Antofagasta,Si,No,Rechazado
Mirtha Flores Vergara,46,Diseñador Gráfico,Universidad de Santiago,16,Las Condes,No,Si,Aceptado
Francisca Robles,55,Técnico en Informática,Universidad de Concepción,2,Valparaíso,No,Si,Rechazado
Josefa Florencia Muñoz Sánchez,35,Licenciado en Ciencias,Universidad de Santiago,18,Peñalolén,No,No,Rechazado
Berta Mirna Zamora Pinto,51,Ingeniero Informático,Instituto Profesional AIEP,7,Estación Central,No,No,Rechazado
Bárbara Rosa Gallardo Poblete,53,Técnico en Informática,Universidad de Chile,6,Las Condes,No,Si,Rechazado
Daniel Cristian Salinas García,25,Psicólogo,INACAP,2,Valparaíso,Si,No,Rechazado
Camilo Araneda,61,Médico,Universidad Adolfo Ibáñez,6,Maipú,Si,No,Rechazado
Yaritza Núñez Segovia,65,Enfermero,Instituto Profesional AIEP,8,Ñuñoa,No,Si,Rechazado
Marcelo Juan Fernández Barraza,63,Médico,Universidad de Concepción,20,Antofagasta,No,No,Rechazado
Fabiola Muñoz Valencia,38,Diseñador Gráfico,DUOC UC,2,Puente Alto,Si,Si,Rechazado
Ernesto Sepúlveda,53,Técnico en Informática,DUOC UC,2,Las Condes,No,Si,Rechazado
Leticia Carla Espinoza Garrido,52,Enfermero,Instituto Profesional AIEP,16,Viña del Mar,No,No,Aceptado
Exequiel Eduardo Azócar Salgado,44,Abogado,Instituto Profesional AIEP,17,Puente Alto,Si,Si,Aceptado
Andrés Ian González Galaz,27,Arquitecto,Instituto Profesional AIEP,14,Concepción,Si,No,Rechazado
Antonia Camila González Gutiérrez,29,Psicólogo,Universidad Mayor,14,Ñuñoa,No,Si,Aceptado
Julieta Pérez Cárdenas,53,Contador Auditor,DUOC UC,19,Las Condes,Si,No,Aceptado
María Berta Araya Osorio,22,Psicólogo,INACAP,1,Providencia,Si,Si,Rechazado
Juana Graciela Díaz Torres,55,Enfermero,Universidad de Santiago,17,Santiago,Si,Si,Aceptado
Alan Delgado Merino,50,Técnico en Informática,Universidad Mayor,5,Quilicura,No,No,Rechazado
Juan Eliseo Aguilera González,58,Licenciado en Ciencias,Universidad Técnica Federico Santa María,13,Estación Central,No,No,Rechazado
María Paulina Barrientos Soto,51,Técnico en Administración,Instituto Profesional AIEP,19,Recoleta,Si,Si,Aceptado
Enriqueta Trujillo,37,Diseñador Gráfico,Universidad Mayor,17,Independencia,Si,No,Rechazado
Leandro Guillermo Rivas Godoy,64,Ingeniero Civil,Universidad Adolfo Ibáñez,16,Antofagasta,Si,Si,Aceptado
Vicente Valentín Cordero Sandoval,38,Arquitecto,Universidad Mayor,6,Recoleta,Si,No,Rechazado
Emilia Alejandra Durán Retamal,26,Enfermero,Universidad de Chile,19,Puente Alto,No,No,Rechazado
Paulina Jessica Hurtado Saavedra,23,Periodista,Universidad Adolfo Ibáñez,8,Independencia,No,No,Rechazado
Isidora Milena Garrido-Carrasco Núñez,43,Técnico en Administración,Universidad Mayor,1,San Miguel,Si,No,Rechazado
Laura Alicia Ampuero Herrera,54,Ingeniero Informático,Universidad Técnica Federico Santa María,0,Antofagasta,No,No,Rechazado
Eugenio Cabrera,25,Enfermero,DUOC UC,17,Maipú,No,Si,Aceptado
Yolanda González-García Muñoz,63,Ingeniero Informático,Universidad de Chile,8,Las Condes,Si,Si,Rechazado
María Páez-Fuentealba,27,Arquitecto,INACAP,15,Viña del Mar,Si,Si,Aceptado
Javiera Fuentealba Maldonado,34,Ingeniero Informático,Universidad Diego Portales,17,Viña del Mar,No,No,Aceptado
Gabriel David Huerta Barra,58,Diseñador Gráfico,Universidad de Santiago,10,Valparaíso,No,No,Rechazado
Gaspar Román Espinoza,44,Técnico en Administración,Universidad Adolfo Ibáñez,18,Puente Alto,Si,No,Aceptado
Katherine Muñoz,55,Diseñador Gráfico,Universidad de Chile,3,Concepción,Si,No,Rechazado
Claudio Fuentes,61,Técnico en Administración,Universidad Mayor,5,Recoleta,Si,Si,Rechazado
José Reyes,22,Diseñador Gráfico,INACAP,3,Recoleta,Si,No,Rechazado
Tomás Osses-Contreras,33,Arquitecto,Pontificia Universidad Católica,9,Maipú,No,No,Rechazado
Ramón Rojas,27,Abogado,Pontificia Universidad Católica,19,La Serena,Si,Si,Aceptado
